"approach","parameter","truth","mean_est","bias","rmse","mae","sd_est","coverage","ci_width","n_ok","dep_type","dep_par","k_true","n","r","r_label","n_exc","n_exc_nom","S","m","sigma","p_thresh","threshold","cred_mass","interval","seed","secs"
"Conventional","zm",2.99247827247882,2.36425865760993,-0.628219614868889,0.701660936142354,0.631803751620422,0.312534722226842,0.0032,0.0359902022371075,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,2000,1,0.95,"empirical",0.95,"eti",246307,4345.51860809326
"Weighted GPD","zm",2.99247827247882,2.68183710801065,-0.310641164468172,1.61612424956434,0.718945393838591,1.58606784788343,0.0967,0.270066443555654,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,2000,1,0.95,"empirical",0.95,"eti",246307,4345.51860809326
"Cluster maxima (POT)","zm",2.99247827247882,2.67768582739824,-0.314792445080583,2.20852476241928,0.757055303015393,2.18608445382681,0.065,0.219276064927755,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,2000,1,0.95,"empirical",0.95,"eti",246307,4345.51860809326
"Conventional","k",-0.3,-0.527983385048022,-0.227983385048022,0.311607466547603,0.253909230117586,0.212431876328551,0.1648,0.0989209196883143,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Weighted GPD","k",-0.3,-0.325084306210351,-0.0250843062103509,0.496135338524326,0.361773653368625,0.495525585893625,0.2615,0.221783974570641,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Cluster maxima (POT)","k",-0.3,-1.15234743943535,-0.852347439435348,1.28946451453199,1.10414842726733,0.967634336072293,0.0655,0.0932448771156694,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Conventional","sigma",0.439402688696318,0.291900422736633,-0.147502265959685,0.224875086659109,0.190503695816007,0.147823473982128,NA,NA,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Weighted GPD","sigma",0.439402688696318,0.260012199380541,-0.179390489315777,0.281667110580722,0.246455278103312,0.195414480149197,NA,NA,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Cluster maxima (POT)","sigma",0.439402688696318,0.622877245008556,0.183474556312238,0.449679538774408,0.361320036809548,0.405620023534796,NA,NA,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Conventional","zm",3.0564729933441,2.38325867511265,-0.673214318231459,0.741102007442199,0.675478716513387,0.309877830104007,0.0046,0.047455344075222,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Weighted GPD","zm",3.0564729933441,3.03847767372964,-0.0179953196144655,4.31518573671106,1.04599851052306,4.31536398782551,0.1126,0.528361674197787,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Cluster maxima (POT)","zm",3.0564729933441,3.06968771927871,0.013214725934606,6.92264618427627,1.16080784067912,6.92297972902753,0.0705,0.515340794114464,10000,"log",0.05,-0.3,10000,NA,"auto",499.9992,500,10000,4000,1,0.95,"empirical",0.95,"eti",246307,1137.31827402115
"Conventional","k",-0.3,-0.529034505046951,-0.229034505046951,0.308895226520059,0.251748556207357,0.207276995443443,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Weighted GPD","k",-0.3,-0.32923047602882,-0.0292304760288196,0.472906096487653,0.346724749141922,0.472025461357685,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Cluster maxima (POT)","k",-0.3,-1.08784738524426,-0.787847385244261,1.21729227004328,1.01748664156431,0.927999507855236,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Conventional","sigma",0.428726507774671,0.323836488157448,-0.104890019617223,0.202262067419083,0.16817360580741,0.151366392719166,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Weighted GPD","sigma",0.428726507774671,0.286544819979609,-0.142181687795062,0.259690752426004,0.22323308807905,0.194679118787624,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Cluster maxima (POT)","sigma",0.428726507774671,0.653148241800493,0.224421734025822,0.488231920937705,0.385744527510387,0.418319799550688,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Conventional","zm",2.99247827247882,2.45535610130893,-0.537122171169893,0.609307395554515,0.542782129653916,0.287686551424209,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Weighted GPD","zm",2.99247827247882,2.75126362432848,-0.241214648150342,1.40866400984818,0.617931833440337,1.38792738297121,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Cluster maxima (POT)","zm",2.99247827247882,2.71693803009498,-0.275540242383842,1.45498111600025,0.623134549348638,1.42872381792955,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,246387,4877.18602132797
"Conventional","k",-0.3,-0.529034505046951,-0.229034505046951,0.308895226520059,0.251748556207357,0.207276995443443,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Weighted GPD","k",-0.3,-0.32923047602882,-0.0292304760288196,0.472906096487653,0.346724749141922,0.472025461357685,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Cluster maxima (POT)","k",-0.3,-1.08784738524426,-0.787847385244261,1.21729227004328,1.01748664156431,0.927999507855236,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Conventional","sigma",0.428726507774671,0.323836488157448,-0.104890019617223,0.202262067419083,0.16817360580741,0.151366392719166,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Weighted GPD","sigma",0.428726507774671,0.286544819979609,-0.142181687795062,0.259690752426004,0.22323308807905,0.194679118787624,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Cluster maxima (POT)","sigma",0.428726507774671,0.653148241800493,0.224421734025822,0.488231920937705,0.385744527510387,0.418319799550688,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Conventional","zm",3.0564729933441,2.47624860066934,-0.580224392674768,0.647184827889451,0.584282430529041,0.286698579004178,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Weighted GPD","zm",3.0564729933441,3.05340017988467,-0.00307281345943764,3.56835250166359,0.887752128112834,3.56852960955961,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Cluster maxima (POT)","zm",3.0564729933441,2.98108155374402,-0.0753914396000884,3.83289693899878,0.897920955852185,3.83234703076296,NA,NA,10000,"log",0.05,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,246387,7778.0251994133
"Conventional","k",-0.3,-0.525318947148295,-0.225318947148295,0.302616586843811,0.246786304637125,0.202020424497558,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Weighted GPD","k",-0.3,-0.335601095186066,-0.0356010951860664,0.440834997125684,0.319984588138588,0.439417074598723,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Cluster maxima (POT)","k",-0.3,-1.01554989172752,-0.715549891727524,1.12502371278817,0.919411043618532,0.868183207043599,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Conventional","sigma",0.423688335508279,0.346971334488898,-0.0767170010193806,0.192610124385505,0.157665875323656,0.156649722056625,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Weighted GPD","sigma",0.423688335508279,0.305747540539636,-0.117940794968643,0.250132286427129,0.210107243546578,0.196365159450129,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Cluster maxima (POT)","sigma",0.423688335508279,0.65409813887062,0.230409803362341,0.491537091029594,0.384102370132082,0.410334753934746,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Conventional","zm",2.99247827247882,2.51463802860005,-0.47784024387877,0.548837382621777,0.483892451164589,0.269997155057928,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Weighted GPD","zm",2.99247827247882,2.78205338306715,-0.210424889411673,1.95738503540358,0.54223032172468,1.94613881528702,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Cluster maxima (POT)","zm",2.99247827247882,2.76375848305065,-0.228719789428171,2.30730881629197,0.553584527112073,2.29605932425638,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,246322,5400.05179357529
"Conventional","k",-0.3,-0.525318947148295,-0.225318947148295,0.302616586843811,0.246786304637125,0.202020424497558,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Weighted GPD","k",-0.3,-0.335601095186066,-0.0356010951860664,0.440834997125684,0.319984588138588,0.439417074598723,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Cluster maxima (POT)","k",-0.3,-1.01554989172752,-0.715549891727524,1.12502371278817,0.919411043618532,0.868183207043599,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Conventional","sigma",0.423688335508279,0.346971334488898,-0.0767170010193806,0.192610124385505,0.157665875323656,0.156649722056625,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Weighted GPD","sigma",0.423688335508279,0.305747540539636,-0.117940794968643,0.250132286427129,0.210107243546578,0.196365159450129,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Cluster maxima (POT)","sigma",0.423688335508279,0.65409813887062,0.230409803362341,0.491537091029594,0.384102370132082,0.410334753934746,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Conventional","zm",3.0564729933441,2.53699448158318,-0.51947851176093,0.584579006382985,0.52355875364167,0.268107960922906,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Weighted GPD","zm",3.0564729933441,3.07323088447496,0.0167578911308562,6.54861078066457,0.798599058767266,6.5489167929389,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Cluster maxima (POT)","zm",3.0564729933441,3.0563302782299,-0.000142715114199637,8.54051837429789,0.852850141429336,8.54094543105375,NA,NA,10000,"log",0.05,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,246322,762.731934785843
"Conventional","k",0.3,-0.39195285511184,-0.69195285511184,0.742511246246402,0.693796844805675,0.269316635672555,0.0879,0.493118318397579,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Weighted GPD","k",0.3,-0.125159140469993,-0.425159140469993,0.661967513529314,0.550676102274309,0.507411510400668,0.3726,0.7815842000453,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Cluster maxima (POT)","k",0.3,-1.15380941786871,-1.45380941786871,1.90368186728741,1.57025797047503,1.22906219848464,0.2144,0.432166397666406,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Conventional","sigma",1.96048177641529,0.538160595576411,-1.42232118083888,1.61082385817722,1.43839150946766,0.571756416357331,NA,NA,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Weighted GPD","sigma",1.96048177641529,0.429915166748969,-1.53056660966632,1.7432314512266,1.56103729591038,0.593214712545229,NA,NA,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Cluster maxima (POT)","sigma",1.96048177641529,1.31264972329066,-0.647832053124634,1.88909278873672,1.19780223345518,2.02369378625094,NA,NA,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Conventional","zm",29.2644256180987,4.29748454299933,-24.9669410750994,25.26724549093,25.0418265756347,3.88420606522279,0.0016,0.639727638571451,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Weighted GPD","zm",29.2644256180987,5.56604093431595,-23.6983846837827,24.8612206929604,24.313413378795,7.51481902470268,0.0419,4.5674521893073,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Cluster maxima (POT)","zm",29.2644256180987,5.48267532212036,-23.7817502959783,25.258482359974,24.5447092733535,8.51037758513202,0.035,3.78283162299068,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243353,96.205207824707
"Conventional","k",0.3,-0.39195285511184,-0.69195285511184,0.742511246246402,0.693796844805675,0.269316635672555,0.0879,0.493118318397579,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Weighted GPD","k",0.3,-0.125159140469993,-0.425159140469993,0.661967513529314,0.550676102274309,0.507411510400668,0.3726,0.7815842000453,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Cluster maxima (POT)","k",0.3,-1.15380941786871,-1.45380941786871,1.90368186728741,1.57025797047503,1.22906219848464,0.2144,0.432166397666406,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Conventional","sigma",1.96048177641529,0.538160595576411,-1.42232118083888,1.61082385817722,1.43839150946766,0.571756416357331,NA,NA,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Weighted GPD","sigma",1.96048177641529,0.429915166748969,-1.53056660966632,1.7432314512266,1.56103729591038,0.593214712545229,NA,NA,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Cluster maxima (POT)","sigma",1.96048177641529,1.31264972329066,-0.647832053124634,1.88909278873672,1.19780223345518,2.02369378625094,NA,NA,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Conventional","zm",36.7992154872864,4.37613352842149,-32.4230819588649,32.6622642554171,32.4710484170344,3.94573433740391,0.0022,0.963695677050097,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Weighted GPD","zm",36.7992154872864,7.23435427386608,-29.5648612134204,35.6723677099811,31.9141854794819,19.9618798496537,0.0678,11.6296952017644,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Cluster maxima (POT)","zm",36.7992154872864,7.25540028541368,-29.5438152018728,38.3329583413709,32.494279809173,24.4261814934939,0.0558,10.8919228654617,10000,"log",0.05,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243353,99.6253976821899
"Conventional","k",0.3,-0.388655579333229,-0.688655579333229,0.728946568333895,0.690081888889307,0.239002729627621,0.0402,0.322411224462799,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Weighted GPD","k",0.3,-0.0719293952324285,-0.371929395232428,0.643154773968904,0.531190169436819,0.52473242958035,0.3015,0.57507122632295,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Cluster maxima (POT)","k",0.3,-1.00636644771347,-1.30636644771347,1.75452950481838,1.4546650617452,1.17128889661545,0.1761,0.295862379494362,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Conventional","sigma",2.14197157162824,0.845388045378149,-1.29658352625009,1.56369141652267,1.35848822546876,0.871073623663864,NA,NA,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Weighted GPD","sigma",2.14197157162824,0.638564826219994,-1.50340674540825,1.82380585388939,1.59697945479648,0.845274301426454,NA,NA,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Cluster maxima (POT)","sigma",2.14197157162824,1.86912593241046,-0.272845639217775,2.29352107598723,1.38198518182497,2.46322130344448,NA,NA,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Conventional","zm",29.2644256180987,5.53925634428307,-23.7251692738156,24.2195871400363,23.8754909262776,4.86899526330587,0.0013,0.590166662833922,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Weighted GPD","zm",29.2644256180987,8.4301088766309,-20.8343167414678,27.8746295182492,23.221919222073,18.5191930911452,0.0585,6.6509404038399,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Cluster maxima (POT)","zm",29.2644256180987,8.43804089977762,-20.8263847183211,28.0986234512121,23.7561557837787,18.8634546785505,0.0501,5.85928623182173,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243367,205.221620082855
"Conventional","k",0.3,-0.388655579333229,-0.688655579333229,0.728946568333895,0.690081888889307,0.239002729627621,0.0402,0.322411224462799,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243367,459.44911980629
"Weighted GPD","k",0.3,-0.0719293952324285,-0.371929395232428,0.643154773968904,0.531190169436819,0.52473242958035,0.3015,0.57507122632295,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243367,459.44911980629
"Cluster maxima (POT)","k",0.3,-1.00636644771347,-1.30636644771347,1.75452950481838,1.4546650617452,1.17128889661545,0.1761,0.295862379494362,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243367,459.44911980629
"Conventional","sigma",2.14197157162824,0.845388045378149,-1.29658352625009,1.56369141652267,1.35848822546876,0.871073623663864,NA,NA,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243367,459.44911980629
"Weighted GPD","sigma",2.14197157162824,0.638564826219994,-1.50340674540825,1.82380585388939,1.59697945479648,0.845274301426454,NA,NA,10000,"log",0.05,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243367,459.44911980629
